,id,text,annotations,meta,annotation_approver,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
489,890625,đúng như shop quảng_bá sản_phẩm đẹp chất_lượng không chê hoàn_thiện shop uy_tín giao hàng đúng hẹn sản_phẩm đúng hàng hãng hài_lòng vừa_ý an_tâm sản_phẩm shop shopee shop 5,"[{'label': 338, 'user': 15}, {'label': 340, 'user': 15}, {'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 386, 'comment': 'Đúng như những gì shop quảng bá ,sản phẩm rất đẹp, chất lượng không chê vào đâu được, rất hoàn thiện, shop uy tín giao hàng đúng ngày hẹn sản phẩm đúng hàng chính hãng, mình thật hài lòng và vừa ý, mọi người an tâm khi sử dụng các sản phẩm của shop trên Shopee, mình đánh giá shop 5 sao', 'annotations': {'18': ['chính hãng +', 'ship +', 'dịch vụ +', 'mẫu mã +'], '22': ['ship +', 'mẫu mã +']}}",,0,1,0,1,0,1,1,0,0
491,890623,sản_phẩm shopee chất_lượng máy tốt hình_thức đẹp chức_năng hoạt_động ổn_định màn_hình màu_sắc rực_rỡ như mong_đợi tiên mua hàng shope đồng_tiền bát gạo giới_thiệu shope bạn_bè người_thân ủng_hộ 👍,"[{'label': 344, 'user': 15}, {'label': 342, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 281, 'comment': 'Thật bất ngờ, mình vừa nhận đc sản phẩm của Shopee, chất lượng máy rất tốt, hình thức đẹp, các chức năng hoạt động ổn định, màn hình sáng màu sắc rực rỡ như mong đợi, lần đâu tiên mình mua hàng trên Shopee thật đáng đồng tiền bát gạo, mình giới thiệu Shopee đến với bạn bè người thân để ủng hộ nhé,👍', 'annotations': {'18': ['cấu hình +', 'mẫu mã +', 'hiệu năng +'], '22': ['hiệu năng +', 'mẫu mã +']}}",,1,1,1,0,0,0,0,0,0
493,890621,máy oke phục_vụ nhiệt_tình hai nhân_viên thân_thiện_cảm_ơn shop chúc shop sản_phẩm,"[{'label': 340, 'user': 15}]","{'review_id': 1718, 'comment': 'Máy rất ok , phục vụ khách nhiệt tình . Hai bạn nhân viên rất thân thiện cảm ơn shop. Chúc shop bán được nhiều sản phẩm', 'annotations': {'26': ['dịch vụ +'], '24': ['dịch vụ +']}}",,0,0,0,0,0,0,1,0,0
494,890620,hàng zin ngon màn không án ố giá tốt chất_lượng máy đẹp như,"[{'label': 332, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 2668, 'comment': 'Hàng Zin ngon, màn không án ố, giá tốt so với chất lượng, máy đẹp gần như mới luôn', 'annotations': {'16': ['mẫu mã +', 'giá +', 'chính hãng +'], '21': ['giá +', 'mẫu mã +']}}",,0,1,0,0,1,0,0,0,0
495,890619,giao sai màu hình_thức xấu,"[{'label': 345, 'user': 15}, {'label': 341, 'user': 15}]","{'review_id': 2856, 'comment': 'giao sai màu, hình thức xấu', 'annotations': {'16': ['mẫu mã -', 'ship -'], '21': ['mẫu mã -']}}",,0,1,0,0,0,0,1,0,0
496,890618,tạm ổn kk không không không không không không không không không không không không không,"[{'label': 330, 'user': 15}]","{'review_id': 2453, 'comment': 'Tạm ổn. \nKkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkk kkkkk', 'annotations': {'16': ['other'], '21': ['trash']}}",,0,0,0,0,0,0,0,0,0
497,890617,máy đẹp hàng đúng chuẩn shop uy_tín giao hàng nhanh chất_lượng đúng như quảng_bá giá_cả hợp_lý máy đẹp ứng_dụng chạy ổn_định chức_năng cơ_bản hoạt_động tốt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ hài_lòng vừa_ý ủng_hộ shop đơn hàng,"[{'label': 346, 'user': 15}, {'label': 340, 'user': 15}, {'label': 332, 'user': 15}, {'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 2867, 'comment': 'Máy đẹp quá, hàng đúng chuẩn luôn ,shop rất uy tín giao hàng nhanh chất lượng đúng như quảng bá, giá cả hợp lý, máy mới đẹp, các ứng dụng chạy ổn định, các chức năng cơ bản hoạt động rất tốt, màn hình cảm ứng nhạy, sáng, màu sắc rực rỡ, mình rất hài lòng vừa ý, sẽ ủng hộ shop thêm ở đơn hàng sao,,,', 'annotations': {'16': ['cấu hình +', 'giá +', 'ship +', 'mẫu mã +'], '21': ['cấu hình +', 'giá +', 'ship +', 'dịch vụ +', 'mẫu mã +']}}",,1,1,0,1,1,0,1,0,0
499,890615,đúng như shop quảng_cáo máy đẹp lắm máy 99 % màu_sắc_đẹp lung_linh sang_trọng cấu_hình mạnh_mẽ nghe gọi âm_thanh ấm_áp kết_cấu hoàn_hảo mạng game lướt chuẩn camera chụp hình đẹp hài_lòng vừa_ý đồng_tiền bát gạo shop uy_tín,"[{'label': 344, 'user': 15}, {'label': 342, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 45, 'comment': 'Rất đúng như shop quảng cáo, máy đẹp lắm bên ngoài máy mới 99%, màu sắc đẹp lung linh, sang trọng, cấu hình mạnh mẽ nghe gọi rõ âm thanh ấm áp, kết cấu hoàn hảo, lên mạng chơi game nặng lướt fb,zalo,rất chuẩn, camera chụp hình đẹp rất hài lòng vừa ý, thật đáng đồng tiền bát gạo, shop rất uy tín,', 'annotations': {'18': ['hiệu năng +', 'cấu hình +', 'mẫu mã +'], '22': ['hiệu năng +', 'mẫu mã +']}}",,1,1,1,0,0,0,0,0,0
500,890614,sản_phẩm hãng dgw sẵn rom quốc_tế đa_ngôn_ngữ ! check bảo_hành dgw hơi bh không,"[{'label': 338, 'user': 15}]","{'review_id': 1140, 'comment': 'Sản phẩm chính hãng DGW, nên có sẵn rom quốc tế, có đa ngôn ngữ! Có điều check bảo hành DGW thì hơi khó, chỉ biết còn BH thôi chứ không biết rõ thời gian', 'annotations': {'24': ['chính hãng +'], '26': ['chính hãng +']}}",,0,0,0,0,0,1,0,0,0
502,890612,pin kém lắm,"[{'label': 347, 'user': 15}]","{'review_id': 1011, 'comment': 'Pin kém lắm', 'annotations': {'24': ['cấu hình -'], '26': ['cấu hình -']}}",,1,0,0,0,0,0,0,0,0
503,890611,hihi điện_thoại xịn bảo_hành 12 lun mới_đầu ngáo ngơ như bò đeo nơ hem cài_đặt đòi hàng lum la shop nhiệt_tình_cảm_ơn shop nha 10 không pin 100 % ngoại_hình đẹp không tì_vết mua,"[{'label': 346, 'user': 15}, {'label': 340, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 480, 'comment': 'Hihi đt xịn còn bảo hành tới tháng 12 lun, mới đầu ngáo ngơ như bò đeo nơ hem biết cách cài đặt , đòi trả hàng lum la , nhưng shop hỗ trợ nhiệt tình , cảm ơn shop nha cho 10 sao lun kkk , pin còn 100% , ngoại hình đẹp ko tì vết , nên mua', 'annotations': {'18': ['mẫu mã +', 'dịch vụ +'], '22': ['mẫu mã +', 'dịch vụ +']}}",,1,1,0,0,0,0,1,0,0
504,890610,shop uy_tín giao hàng đúng chất_lượng đúng như quảng_cáo kiểm_tra máy không lỗi nhân_viên shop nhiệt_tình vui_vẻ tận_tâm phục_vụ chuyên_nghiệp hài_lòng dịch_vụ chon 5sao shop xứng_đáng 5 *,"[{'label': 340, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 2602, 'comment': 'Shop uy tín, giao hàng đúng ngày, chất lượng thì đúng như quảng cáo, kiểm tra máy ko có vấn đề gì lỗi cả,nhân viên shop nhiệt tình vui vẻ ,tận tâm với khách phục vụ chuyên nghiệp, mình rất hài lòng khi sử dụng dịch vụ của shop.bình chon 5sao cho shop là xứng đáng... 5*..', 'annotations': {'16': ['ship +', 'dịch vụ +'], '21': ['dịch vụ +', 'ship +']}}",,0,0,0,1,0,0,1,0,0
505,890609,máy_đẹp coóng ổn tầm giá bảo_hành_chính hãng 18 giao_diện poco laucher hơi máy xiaomi giao hàng tiết_kiệm giao nhanh hãng sài_gòn,"[{'label': 332, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 2554, 'comment': 'Máy đẹp và mới coóng, xài ổn trong tầm giá. Bảo hành chính hãng 18 tháng. Giao diện poco laucher hơi khác các máy xiaomi khác. Mọi người nên chọn giao hàng tiết kiệm vì giao nhanh hơn các hãng khác, mình ở Sài Gòn', 'annotations': {'16': ['giá +', 'mẫu mã +'], '21': ['giá +', 'mẫu mã +']}}",,0,1,0,0,1,0,0,0,0
506,890608,điện_thoại tốt hài_lòng sản_phẩm đẹp mượt pin chức_năng ổn_định cam sắt nét shop uy_tín vui_vẻ chuyên_nghiệp phục_vụ tốt giao hàng đúng như quảng_cáo anh_chị_em mua hàng shop chúc shop khách_hàng ủng_hộ shop,"[{'label': 346, 'user': 15}, {'label': 344, 'user': 15}, {'label': 340, 'user': 15}, {'label': 342, 'user': 15}]","{'review_id': 2724, 'comment': 'Điện thoại rất tốt ạ Rất hài lòng về sản phẩm, đẹp mới, mượt, pin sử dụng lâu, các chức năng ổn định, cam sắt nét, shop thì uy tín, vui vẻ chuyên nghiệp, phục vụ rất tốt, giao hàng đúng như quảng cáo, anh chị em nên mua hàng của Shop, Chúc shop có thêm nhiều khách hàng, riêng mình luôn ủng hộ Shop', 'annotations': {'16': ['dịch vụ +', 'chính hãng +', 'hiệu năng +', 'cấu hình +', 'mẫu mã +'], '21': ['hiệu năng +', 'mẫu mã +', 'cấu hình +', 'dịch vụ +']}}",,1,1,1,0,0,0,1,0,0
507,890607,tuyệt_vời,"[{'label': 330, 'user': 15}]","{'review_id': 1410, 'comment': 'Tuyệt vời nhaaaaaaaaaa..........âjakakalakakkaakkakajajajajajajajajajaajajajajajajajjajaquuquqyqyqhqgqbqnqlqlqlqkakababqhhqquuaoqlqjqnq', 'annotations': {'26': ['trash'], '24': ['trash']}}",,0,0,0,0,0,0,0,0,0
508,890606,hàng shop đóng_gói kỹ_lưỡng chu_đáo điện_thoại đẹp không bắt wifi 5ghz : ) ?,"[{'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 1100, 'comment': 'Mình đã nhận được hàng shop đóng gói rất là kỹ lưỡng và chu đáo điện thoại rất đẹp nhưng mà sao nó ko bắt được wifi 5ghz nhỉ :)))) ???', 'annotations': {'24': ['ship +'], '26': ['cấu hình -', 'mẫu mã +', 'ship +']}}",,0,1,0,1,0,0,0,0,0
509,890605,hàng nguyên seal shop đóng_gói kĩ giao hàng nhanh,"[{'label': 338, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 1170, 'comment': 'Hàng nguyên seal, shop đóng gói kĩ,giao hàng nhanh.', 'annotations': {'24': ['ship +', 'mẫu mã +'], '26': ['ship +', 'chính hãng +']}}",,0,0,0,1,0,1,0,0,0
510,890604,sản_phẩm màu đẹp tư_vấn nhiệt_tình đóng_gói kỹ điện_thoại hãng nguyên hộp nguyên seal pin 60 hài_lòng nhe ❤,"[{'label': 346, 'user': 15}, {'label': 338, 'user': 15}, {'label': 340, 'user': 15}, {'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 1999, 'comment': 'Sản phẩm màu đẹp, tư vấn nhiệt tình, đóng gói kỹ, đt chính hãng, nguyên hộp, nguyên seal, thích nhất là pin 6000 rất hài lòng, sử dụng thời gian xem sao nhe. Cảm ơn các bạn nhiều❤', 'annotations': {'26': ['cấu hình +', 'ship +', 'chính hãng +', 'dịch vụ +', 'mẫu mã +'], '24': ['typo']}}",,1,1,0,1,0,1,1,0,0
511,890603,mua tặng mẹ mua giá rẻ chất_lượng tốt shop,"[{'label': 332, 'user': 15}]","{'review_id': 2102, 'comment': 'Mua tặng  mẹ. Mua được giá rẻ. Chất lượng tốt. Cảm ơn shop', 'annotations': {'16': ['giá +'], '21': ['giá +']}}",,0,0,0,0,1,0,0,0,0
515,890599,shop uy_tín giao hàng đúng hẹn sản_phẩm_chất_lượng tốt giá_cả hợp_lý chế_độ bảo_hành rõ_ràng hài_lòng vừa_ý 5,"[{'label': 332, 'user': 15}, {'label': 340, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 719, 'comment': 'Shop thật uy tín giao hàng đúng hẹn \nSản phẩm chất lượng rất tốt \nGiá cả hợp lý, chế độ bảo hành rõ ràng \nThật hài lòng vừa ý, đánh giá 5 sao .', 'annotations': {'18': ['giá +', 'ship +', 'dịch vụ +'], '22': ['giá +', 'ship +']}}",,0,0,0,1,1,0,1,0,0
516,890598,shop dễ_thương uy_tín giao hàng đúng hẹn bề_ngoài máy 99 % ko trầy_xước máy cấu_hình mạnh_mẽ camera sắt nét phim lướt web game oke hài_lòng sản_phẩm phong_cách phục_vụ shop giới_thiệu bạn_bè người_thân ủng_hộ shop 5 *,"[{'label': 346, 'user': 15}, {'label': 340, 'user': 15}, {'label': 344, 'user': 15}, {'label': 342, 'user': 15}]","{'review_id': 2041, 'comment': 'Shop dễ thương uy tín, giao hàng rất đúng hẹn, \nBề ngoài máy mới 99%,ko trầy xước, xem máy cấu hình mạnh mẽ ,camera sắt nét, xem phim lướt web, chơi game rất oke, \nNói chung mình rất hài lòng về sản phẩm và phong cách phục vụ của shop.sẽ giới thiệu bạn bè người thân ủng hộ shop nhiều hơn nữa,5*', 'annotations': {'21': ['hiệu năng +', 'cấu hình +', 'mẫu mã +'], '16': ['cấu hình +', 'mẫu mã +', 'dịch vụ +', 'ship +']}}",,1,1,1,0,0,0,1,0,0
517,890597,đẹp shop sản_phẩm_chất_lượng đúng như quảng_cáo chức_năng cơ_bản ổn_định màn_hình đẹp cảm_ứng nhạy lướt êm_ái cấu_hình mạnh_mẽ đồng_tiền giới_thiệu bạn_bè người_thân ủng_hộ shop,"[{'label': 332, 'user': 15}, {'label': 342, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 2285, 'comment': 'Quá đẹp, shop làm mình bất ngờ Quá, sản phẩm chất lượng đúng như quảng cáo, các chức năng cơ bản rất ổn định, màn hình sáng đẹp cảm ứng nhạy, lướt êm ái, cấu hình mạnh mẽ, thật đáng đồng tiền, mình sẽ giới thiệu bạn bè người thân ủng hộ shop,', 'annotations': {'16': ['giá +', 'cấu hình +', 'hiệu năng +', 'mẫu mã +'], '21': ['cấu hình +']}}",,1,0,1,0,1,0,0,0,0
518,890596,ok tất không ghép sim ghép đx,"[{'label': 331, 'user': 15}]","{'review_id': 2635, 'comment': 'Ok tất nhưng ko ghép sim ghép đx', 'annotations': {'16': ['cấu hình -'], '21': ['trash']}}",,0,0,0,0,0,0,0,0,1
520,890594,shop uy_tín ngon_lành nha anh_em giao hàng đúng như quảng_cáo test ứng_dụng chạy mượt lắm cấu_hình mạnh_mẽ game lướt web phim oke màn_hình cảm_ứng nhạy camera sắt nét hài_lòng giới_thiệu người_thân bạn_bè ủng_hộ shop,"[{'label': 340, 'user': 15}, {'label': 342, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 2381, 'comment': 'shop uy tín ngon lành nha anh em,giao hàng đúng như quảng cáo, test qua các ứng dụng chạy mượt lắm, cấu hình mạnh mẽ, mình chơi game, lướt web, xem phim oke,màn hình cảm ứng nhạy sáng ,camera sắt nét luôn, mình rất hài lòng, sẽ giới thiệu người thân và bạn bè ủng hộ shop', 'annotations': {'16': ['cấu hình +', 'hiệu năng +', 'dịch vụ +'], '21': ['hiệu năng +', 'cấu hình +']}}",,1,0,1,0,0,0,1,0,0
521,890593,sim ghép lắp không nhắn_tin shop không trả_lời,"[{'label': 341, 'user': 15}]","{'review_id': 821, 'comment': 'sim ghép lắp không được, nhắn tin shop không muốn trả lời ....', 'annotations': {'18': ['dịch vụ -'], '22': ['phụ kiện -', 'dịch vụ -']}}",,0,0,0,0,0,0,1,0,0
522,890592,hàng đúng như mô_tả hàng tàu khựa đúng tiền rơi phát tèo tốn tiền,"[{'label': 339, 'user': 15}]","{'review_id': 131, 'comment': 'Hàng đúng như mô tả. Tuy nhiên nó là hàng tàu khựa, đúng là tiền nào của nấy rơi phát tèo luôn. Tốn tiền.', 'annotations': {'18': ['chính hãng -'], '22': ['chính hãng -']}}",,0,0,0,0,0,1,0,0,0
523,890591,hàng màu trắng đợi hàng hơi vận_chuyển_giao hàng tiết_kiệm máy 6 mùa sale shop gọi nhanh shop chế_độ hàng tận_tâm tư_vấn nhiệt_tình tôn_trọng khách_hàng,"[{'label': 340, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 1694, 'comment': 'Hết hàng màu trắng nên phải đợi hàng về hơi lâu, nhưng với nhà vận chuyển giao hàng tiết kiệm để máy về tới tay trong 6 ngày sau mùa sale so với các shop khác thì cũng có thể gọi là rất nhanh. Shop có chế độ bán hàng tận tâm, tư vấn nhiệt tình, tôn trọng khách hàng.', 'annotations': {'26': ['dịch vụ +', 'ship -'], '24': ['dịch vụ +', 'ship +']}}",,0,0,0,1,0,0,1,0,0
524,890590,máy hãng tốt,"[{'label': 338, 'user': 15}]","{'review_id': 584, 'comment': 'Máy chính hãng, xài tốt', 'annotations': {'18': ['chính hãng +'], '22': ['chính hãng +']}}",,0,0,0,0,0,1,0,0,0
525,890589,đóng_gói sản_phẩm chắc_chắn điện_thoại ban_đầu mượt êm pin hao hơi nhanh giá không hi_vọng,"[{'label': 347, 'user': 15}, {'label': 342, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 2723, 'comment': 'Đóng gói sản phẩm chắc chắn, đt ban đầu sd mượt êm nhưng pin hao hơi nhanh, với mức giá này cũng k hi vọng gì nhiều.', 'annotations': {'16': ['cấu hình -', 'hiệu năng +', 'ship +'], '21': ['ship +', 'hiệu năng +', 'cấu hình -']}}",,1,0,1,1,0,0,0,0,0
526,890588,máy hãng đẹp lắm,"[{'label': 338, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 740, 'comment': 'Máy chính hãng đẹp lắm', 'annotations': {'18': ['chính hãng +', 'mẫu mã +'], '22': ['chính hãng +', 'mẫu mã +']}}",,0,1,0,0,0,1,0,0,0
528,890586,điện_thoại china 3 hôm sập không nhắn_tin shop không phản_hồi gọi thuê_bao cam_kết hàng hãng đồ mua lầm ng không lầm đúng tiền mua cam_kết không cáp sạc vô pin như,"[{'label': 347, 'user': 15}, {'label': 341, 'user': 15}]","{'review_id': 728, 'comment': 'Điện thoại thì của China sd được 3 hôm thì bị sập nguồn k mở lên được, nhắn tin cho shop thì k thấy phản hồi, gọi thì thuê bao cam kết hàng chính hãng đồ, người mua lầm chứ ng bán k lầm à đúng. Bỏ tiền ra mua cam kết này nọ mà k ra gì cáp sạc thì lâu vô pin như gì á', 'annotations': {'18': ['typo'], '22': ['chính hãng -', 'hiệu năng -']}}",,1,0,0,0,0,0,1,0,0
529,890585,hàng chiều test hàng chất tốt bề_ngoài 99 % chức_năng ổn quay_phim chụp hình lướt web mượt pin trâu ... vừa_ý shop uy_tín giao hàng đúng như quảng_cáo mua hàng shop bình_chọn 5 shop,"[{'label': 344, 'user': 15}, {'label': 340, 'user': 15}, {'label': 342, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 2442, 'comment': 'Mới nhận được hàng lúc chiều, test qua thì hàng chất rất tốt, bề ngoài mới 99%, các chức năng ổn, quay phim chụp hình lướt web, rất mượt, pin trâu ....nói chung là rất vừa ý, shop thật uy tín giao hàng đúng như quảng cáo, mọi người nên mua hàng ở shop này, bình chọn 5 sao cho shop,..', 'annotations': {'16': ['dịch vụ +', 'cấu hình +', 'hiệu năng +', 'mẫu mã +'], '21': ['hiệu năng +', 'cấu hình +', 'mẫu mã +']}}",,1,1,1,0,0,0,1,0,0
530,890584,sài 3 mất sóng wf pin 10 % tự_động tắt màn_hình nổi chốm đen,"[{'label': 331, 'user': 15}]","{'review_id': 2709, 'comment': 'Sài được 3 ngày thì mất sóng wf pin 10% tự động tắt nguồn màn hình nổi chốm đen', 'annotations': {'16': ['cấu hình -'], '21': ['cấu hình -']}}",,0,0,0,0,0,0,0,0,1
531,890583,máy shop dán sẵn màn_hình tốt ủng_hộ,"[{'label': 336, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 1336, 'comment': 'Máy còn rất mới, được shop dán sẵn màn hình. Nếu tốt sẽ ủng hộ lần sau', 'annotations': {'24': ['mẫu mã +'], '26': ['phụ kiện +', 'mẫu mã +']}}",,0,1,0,0,0,0,0,1,0
532,890582,máy đẹp chức_năng hoàn_thiện màn_hình cảm_ứng nhạy màu_sắc rực_rỡ đồng_tiền shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo shop 5,"[{'label': 334, 'user': 15}, {'label': 332, 'user': 15}, {'label': 340, 'user': 15}, {'label': 344, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 95, 'comment': 'Thật bất ngờ, máy quá đẹp,, \nCác chức năng rất hoàn thiện \nMàn hình cảm ứng nhạy, màu sắc rực rỡ \nRất đáng đồng tiền \nShop uy tín giao hàng đúng hẹn chất lượng đúng như quảng cáo, \nShop rất đáng được đánh giá 5 sao', 'annotations': {'18': ['dịch vụ +', 'cấu hình +', 'mẫu mã +'], '22': ['giá +']}}",,1,1,0,1,1,0,1,0,0
533,890581,sản_phẩm tốt máy đẹp cấu_hình mạnh_mẽ shop uy_tín giao hàng đúng như quảng_cáo test ứng_dụng chạy mượt pin chức_năng đều ổn_định phong_cách shop chuyên_nghiệp shop anh_em mua hàng shop,"[{'label': 344, 'user': 15}, {'label': 340, 'user': 15}, {'label': 342, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 2638, 'comment': 'Sản phẩm tốt, máy đẹp, cấu hình mạnh mẽ, shop rất uy tín giao hàng đúng như quảng cáo, mình test qua các ứng dụng chạy mượt, pin trâu,các chức năng đều ổn định, phong cách shop làm thật chuyên nghiệp, mình đánh giá cao về shop ,anh em nên mua hàng của shop này nhé...', 'annotations': {'16': ['hiệu năng +', 'dịch vụ +', 'cấu hình +', 'mẫu mã +'], '21': ['hiệu năng +', 'dịch vụ +', 'cấu hình +', 'mẫu mã +']}}",,1,1,1,0,0,0,1,0,0
534,890580,shop giao hàng nhanh nhân_viên tư_vấn nhiệt_tình vui_vẻ sản_phẩm đẹp hãng nguyên set,"[{'label': 340, 'user': 15}, {'label': 338, 'user': 15}, {'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 1917, 'comment': 'Shop giao hàng nhanh, nhân viên tư vấn nhiệt tình vui vẻ. Sản phẩm đẹp chính hãng nguyên set', 'annotations': {'26': ['mẫu mã +', 'typo', 'chính hãng +', 'dịch vụ +', 'ship +'], '24': ['chính hãng +', 'mẫu mã +', 'dịch vụ +', 'ship +']}}",,0,1,0,1,0,1,1,0,0
535,890579,máy đẹp cấu_hình mạnh_mẽ game lướt web phim mượt ứng_dụng chạy êm vừa_ý hài_lòng shop giao hàng đúng hẹn đúng như quảng 5 *,"[{'label': 344, 'user': 15}, {'label': 342, 'user': 15}, {'label': 334, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 2955, 'comment': 'Máy quá đẹp. Cấu hình mạnh mẽ. Chơi game lướt web xem phim rất mượt.... \nNói chung là các ứng dụng chạy êm... Rất vừa ý và hài lòng, \nCảm ơn shop đã giao hàng đúng hẹn và đúng như quảng cáo..\nDuyệt 5*..', 'annotations': {'16': ['ship +', 'hiệu năng +', 'cấu hình +', 'mẫu mã +'], '21': ['hiệu năng +', 'cấu hình +', 'mẫu mã +']}}",,1,1,1,1,0,0,0,0,0
536,890578,đóng_gói chắc_chắn shop tư_vấn tốt máy gọn_nhẹ chạy mượt tốt tầm giá không mua ốp lưng kính cường_lực mua mạng,"[{'label': 337, 'user': 15}, {'label': 344, 'user': 15}, {'label': 340, 'user': 15}, {'label': 342, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 1107, 'comment': 'đóng gói chắc chắn, shop tư vấn tốt. Máy nhỏ gọn nhẹ, chạy mượt, tốt trong tầm giá, có điều không tìm mua được ốp lưng và kính cường lực phải đặt mua trên mạng.', 'annotations': {'24': ['hiệu năng +', 'dịch vụ +', 'ship +'], '26': ['phụ kiện -', 'hiệu năng +', 'mẫu mã +', 'dịch vụ +', 'ship +']}}",,0,1,1,1,0,0,1,1,0
537,890577,máy đẹp nhiệt_tình mua nhe kindle ppw đọc manga ngon,"[{'label': 340, 'user': 15}, {'label': 344, 'user': 15}]","{'review_id': 2097, 'comment': 'Máy rất đẹp, hỗ trợ nhiệt tình dù mình hỏi nhìu,hehe. Đáng mua nhe các bạn, và kindle ppw vẫn đọc manga ngon', 'annotations': {'16': ['dịch vụ +', 'mẫu mã +'], '21': ['mẫu mã +', 'dịch vụ +']}}",,0,1,0,0,0,0,1,0,0
538,890936,hoàn_thiện sản_phẩm đẹp màu_sắc rực_rỡ cấu_hình mạnh_mẽ chức_năng cơ_bản hoạt_động tốt ổn_định màn_hình đẹp âm_thanh cảm_ứng lướt êm nhạy sản_phẩm hoàn_hảo shop giao hàng đúng như quảng_cáo hài_lòng vừa_ý,"[{'label': 344, 'user': 15}, {'label': 342, 'user': 15}, {'label': 346, 'user': 15}]","{'review_id': 464, 'comment': 'Rất hoàn thiện, sản phẩm đẹp màu sắc rực rỡ, cấu hình mạnh mẽ, các chức năng cơ bản hoạt động rất tốt và ổn định, màn hình sáng đẹp  âm thanh rất hay, cảm ứng lướt êm nhạy, sản phẩm thật hoàn hảo, shop giao hàng rất đúng như quảng cáo, mình thật hài lòng vừa ý,', 'annotations': {'18': ['hiệu năng +', 'cấu hình +', 'mẫu mã +'], '22': ['cấu hình +', 'hiệu năng +', 'mẫu mã +']}}",,1,1,1,0,0,0,0,0,0
539,890935,shop đóng_gói niêm_phong hàng kỹ giao hàng nhanh đúng máy 100 % nguyên niêm_phong hộp đầy_đủ mua xong khui hộp active máy bảo_hành đủ 12 active yên_tâm mua hàng shop,"[{'label': 338, 'user': 15}, {'label': 344, 'user': 15}, {'label': 334, 'user': 15}]","{'review_id': 1002, 'comment': 'Shop đóng gói và niêm phong hàng rất kỹ. Giao hàng rất nhanh. Đúng máy mới 100% còn nguyên seal hộp đầy đủ. Mua xong tự tay khui hộp và active máy bảo hành đủ 12 tháng sau khi active. Rất yên tâm khi mua hàng của shop.', 'annotations': {'24': ['mẫu mã +', 'ship +'], '26': ['chính hãng +', 'ship +', 'dịch vụ +']}}",,0,1,0,1,0,1,0,0,0
540,890934,sản_phẩm trôi bảo_hành 20 dòng điện_thoại samsung màn_hình màu_sắc xấu thua j7 + hic,"[{'label': 345, 'user': 15}]","{'review_id': 2658, 'comment': 'sản phẩm trôi bảo hành gần 20 ngày, theo mình nhận thấy các dòng đt samsung sau này màn hình màu sắc rất xấu luôn, thua con j7+ trước đây mình xài hic', 'annotations': {'16': ['dịch vụ -', 'mẫu mã -'], '21': ['mẫu mã -']}}",,0,1,0,0,0,0,0,0,0
